,Scheme Code,Scheme Name,Net Asset Value,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,Date,Repurchase Price,Sale Price
4592,109782,Reliance Fixed Horizon Fund - X - Series 2 - Super Institutional Plan-Growth Option,10.4544,,,21-Jan-2009,10.4544,10.4544
4593,110236,Reliance Fixed Horizon Fund - X - Series 3 - Institutional Plan-Dividend Option,10.2523,,,21-Jan-2009,10.2523,10.2523
4594,110237,Reliance Fixed Horizon Fund - X - Series 3 - Institutional Plan-Growth Option,10.2523,,,21-Jan-2009,10.2523,10.2523
4595,110241,Reliance Fixed Horizon Fund - X - Series 3 - Retail Plan-Dividend Option,10.2349,,,21-Jan-2009,10.2349,10.2349
4596,110240,Reliance Fixed Horizon Fund - X - Series 3 - Retail Plan-Growth Option,10.2349,,,21-Jan-2009,10.2349,10.2349
4597,110239,Reliance Fixed Horizon Fund - X - Series 3 - Super Institutional Plan-Dividend Option,10.2659,,,21-Jan-2009,10.2659,10.2659
4598,110238,Reliance Fixed Horizon Fund - X - Series 3 - Super Institutional Plan-Growth Option,10.2659,,,21-Jan-2009,10.2659,10.2659
4599,110262,Reliance Fixed Horizon Fund - X - Series 4 - Institutional Plan-Dividend Option,10.3833,,,21-Jan-2009,10.3833,10.3833
4600,110265,Reliance Fixed Horizon Fund - X - Series 4 - Institutional Plan-Growth Option,10.3833,,,21-Jan-2009,10.3833,10.3833
4601,110267,Reliance Fixed Horizon Fund - X - Series 4 - Retail Plan-Dividend Option,10.103,,,21-Jan-2009,10.103,10.103
4602,110266,Reliance Fixed Horizon Fund - X - Series 4 - Retail Plan-Growth Option,10.3833,,,21-Jan-2009,10.3833,10.3833
4603,110264,Reliance Fixed Horizon Fund - X - Series 4 - Super Institutional Plan-Dividend Option,10.3833,,,21-Jan-2009,10.3833,10.3833
4604,110263,Reliance Fixed Horizon Fund - X - Series 4 - Super Institutional Plan-Growth Option,10.3833,,,21-Jan-2009,10.3833,10.3833
4605,110270,Reliance Fixed Horizon Fund - X - Series 5 - Institutional Plan-Dividend Option,10.3736,,,21-Jan-2009,10.3736,10.3736
4606,110269,Reliance Fixed Horizon Fund - X - Series 5 - Institutional Plan-Growth Option,10.3736,,,21-Jan-2009,10.3736,10.3736
4607,110268,Reliance Fixed Horizon Fund - X - Series 5 - Retail Plan-Dividend Option,10.3651,,,21-Jan-2009,10.3651,10.3651
4608,110272,Reliance Fixed Horizon Fund - X - Series 5 - Retail Plan-Growth Option,10.3651,,,21-Jan-2009,10.3651,10.3651
4609,110271,Reliance Fixed Horizon Fund - X - Series 5 - Super Institutional Plan-Dividend Option,10.3871,,,21-Jan-2009,10.3871,10.3871
4610,110273,Reliance Fixed Horizon Fund - X - Series 5 - Super Institutional Plan-Growth Option,10.3871,,,21-Jan-2009,10.3871,10.3871
4611,110450,Reliance Fixed Horizon Fund - X - Series 7 - Institutional Plan-Dividend Option,10.6165,,,21-Jan-2009,10.6165,10.6165
4612,110449,Reliance Fixed Horizon Fund - X - Series 7 - Institutional Plan-Growth Option,10.6165,,,21-Jan-2009,10.6165,10.6165
4613,110446,Reliance Fixed Horizon Fund - X - Series 7 - Retail Plan-Dividend Option,10.6031,,,21-Jan-2009,10.6031,10.6031
4614,110445,Reliance Fixed Horizon Fund - X - Series 7 - Retail Plan-Growth Option,10.6031,,,21-Jan-2009,10.6031,10.6031
4615,110448,Reliance Fixed Horizon Fund - X - Series 7 - Super Institutional Plan-Dividend Option,10.6299,,,21-Jan-2009,10.6299,10.6299
4616,110447,Reliance Fixed Horizon Fund - X - Series 7 - Super Institutional Plan-Growth Option,10.6299,,,21-Jan-2009,10.6299,10.6299
4617,110643,Reliance Fixed Horizon Fund - X - Series 8 - Institutional Plan-Dividend Option,10.3015,,,21-Jan-2009,10.3015,10.3015
4618,110641,Reliance Fixed Horizon Fund - X - Series 8 - Institutional Plan-Growth Option,10.3015,,,21-Jan-2009,10.3015,10.3015
4619,110638,Reliance Fixed Horizon Fund - X - Series 8 - Retail Plan-Dividend Option,10.3015,,,21-Jan-2009,10.3015,10.3015
4620,110642,Reliance Fixed Horizon Fund - X - Series 8 - Retail Plan-Growth Option,10.3015,,,21-Jan-2009,10.3015,10.3015
4621,110640,Reliance Fixed Horizon Fund - X - Series 8 - Super Institutional Plan-Dividend Option,10.3015,,,21-Jan-2009,10.3015,10.3015
4622,110639,Reliance Fixed Horizon Fund - X - Series 8 - Super Institutional Plan-Growth Option,10.3015,,,21-Jan-2009,10.3015,10.3015
4623,110634,Reliance Fixed Horizon Fund - XI - Series 1 - Institutional Plan-Dividend Option,10.2677,,,21-Jan-2009,10.2677,10.2677
4624,110633,Reliance Fixed Horizon Fund - XI - Series 1 - Institutional Plan-Growth Option,10.2677,,,21-Jan-2009,10.2677,10.2677
4625,110632,Reliance Fixed Horizon Fund - XI - Series 1 - Retail Plan-Dividend Option,10.2628,,,21-Jan-2009,10.2628,10.2628
4626,110636,Reliance Fixed Horizon Fund - XI - Series 1 - Retail Plan-Growth Option,10.2628,,,21-Jan-2009,10.2628,10.2628
4627,110637,Reliance Fixed Horizon Fund - XI - Series 1 - Super Institutional Plan-Dividend Option,10.2728,,,21-Jan-2009,10.2728,10.2728
4628,110635,Reliance Fixed Horizon Fund - XI - Series 1 - Super Institutional Plan-Growth Option,10.2728,,,21-Jan-2009,10.2728,10.2728
4629,111432,Reliance Fixed Horizon Fund - XI - Series 2 - Institutional Plan-Dividend Option,10.1669,,,21-Jan-2009,10.1669,10.1669
4630,111430,Reliance Fixed Horizon Fund - XI - Series 2 - Institutional Plan-Growth Option,10.1669,,,21-Jan-2009,10.1669,10.1669
4631,111431,Reliance Fixed Horizon Fund - XI - Series 2 - Retail Plan-Dividend Option,10.1629,,,21-Jan-2009,10.1629,10.1629
4632,111429,Reliance Fixed Horizon Fund - XI - Series 2 - Retail Plan-Growth Option,10.1629,,,21-Jan-2009,10.1629,10.1629
4633,111434,Reliance Fixed Horizon Fund - XI - Series 2 - Super Institutional Plan-Dividend Option,10.1701,,,21-Jan-2009,10.1701,10.1701
4634,111433,Reliance Fixed Horizon Fund - XI - Series 2 - Super Institutional Plan-Growth Option,10.1701,,,21-Jan-2009,10.1701,10.1701
4635,111400,Reliance Fixed Horizon Fund - XII - Series 14 - Institutional Plan-Dividend Option,10.1703,,,21-Jan-2009,10.1703,10.1703
4636,111402,Reliance Fixed Horizon Fund - XII - Series 14 - Institutional Plan-Growth Option,10.1703,,,21-Jan-2009,10.1703,10.1703
4637,111399,Reliance Fixed Horizon Fund - XII - Series 14 - Retail Plan-Dividend Option,10.1659,,,21-Jan-2009,10.1659,10.1659
4638,111403,Reliance Fixed Horizon Fund - XII - Series 14 - Retail Plan-Growth Option,10.1659,,,21-Jan-2009,10.1659,10.1659
4639,111401,Reliance Fixed Horizon Fund - XII - Series 14 - Super Institutional Plan-Dividend Option,10.1738,,,21-Jan-2009,10.1738,10.1738
4640,111404,Reliance Fixed Horizon Fund - XII - Series 14 - Super Institutional Plan-Growth Option,10.1738,,,21-Jan-2009,10.1738,10.1738
4641,111397,Reliance Fixed Horizon Fund XII- Series 2 - Institutional Plan-Dividend Option,10.1799,,,21-Jan-2009,10.1799,10.1799
4642,111394,Reliance Fixed Horizon Fund XII- Series 2 - Institutional Plan-Growth Option,10.1799,,,21-Jan-2009,10.1799,10.1799
4643,111396,Reliance Fixed Horizon Fund XII- Series 2 - Retail Plan-Dividend Option,10.172,,,21-Jan-2009,10.172,10.172
4644,111393,Reliance Fixed Horizon Fund XII- Series 2 - Retail Plan-Growth Option,10.172,,,21-Jan-2009,10.172,10.172
4645,111395,Reliance Fixed Horizon Fund XII- Series 2 - Super Institutional Plan-Dividend Option,10.1839,,,21-Jan-2009,10.1839,10.1839
4646,111398,Reliance Fixed Horizon Fund XII- Series 2 - Super Institutional Plan-Growth Option,10.1839,,,21-Jan-2009,10.1839,10.1839
4647,106790,Reliance Fixed Horizon Fund -IV-Series-5-Institutional Plan-Dividend Plan,11.1657,,,21-Jan-2009,11.1657,11.1657
4648,106789,Reliance Fixed Horizon Fund -IV-Series-5-Institutional Plan-Growth Option,11.1657,,,21-Jan-2009,11.1657,11.1657
4649,106791,Reliance Fixed Horizon Fund -IV-Series-5-Retail Plan Growth Option,11.1001,,,21-Jan-2009,11.1001,11.1001
4650,106792,Reliance Fixed Horizon Fund -IV-Series-5-Retail Plan-Dividend Option,10.6661,,,21-Jan-2009,10.6661,10.6661
4651,106782,Reliance Fixed Horizon Fund -V- 3yrs Plan Series-1-Institutional Plan -Dividend Option,11.0106,,,21-Jan-2009,11.0106,11.0106
4652,106781,Reliance Fixed Horizon Fund -V- 3yrs Plan Series-1-Institutional Plan Growth Option,11.0106,,,21-Jan-2009,11.0106,11.0106
4653,106783,Reliance Fixed Horizon Fund -V- 3yrs Plan Series-1-Retail Plan Growth Option,10.984,,,21-Jan-2009,10.984,10.984
4654,106784,Reliance Fixed Horizon Fund -V- 3yrs Plan Series-1-Retail Plan-Dividend Option,10.984,,,21-Jan-2009,10.984,10.984
4655,107190,Reliance Fixed Horizon Fund IV Series 7 Institutional Plan Dividend Option,10.1114,,,21-Jan-2009,10.1114,10.1114
4656,107188,Reliance Fixed Horizon Fund IV Series 7 Institutional Plan Growth Option,11.0341,,,21-Jan-2009,11.0341,11.0341
4657,107189,Reliance Fixed Horizon Fund IV Series 7 Retail Plan Dividend  Option,10.109,,,21-Jan-2009,10.109,10.109
4658,107187,Reliance Fixed Horizon Fund IV Series 7 Retail Plan Growth Option,10.9679,,,21-Jan-2009,10.9679,10.9679
4659,107320,Reliance Fixed Horizon Fund IV Series 8- Institutional Plan- Growth Option,10.5703,,,21-Jan-2009,10.5703,10.5703
4660,107319,Reliance Fixed Horizon Fund IV Series 8-Institutional Plan-Dividend Option,10.5703,,,21-Jan-2009,10.5703,10.5703
4661,107317,Reliance Fixed Horizon Fund IV Series 8-Retail Plan-Dividend Option,10.5254,,,21-Jan-2009,10.5254,10.5254
4662,107318,Reliance Fixed Horizon Fund IV Series 8-Retail Plan-Growth Option,10.5254,,,21-Jan-2009,10.5254,10.5254
4663,104715,Reliance Fixed Horizon Fund Plan 'C' Series -II Retail Plan-Dividend Option,11.6526,,,21-Jan-2009,11.6526,11.6526
4664,104714,Reliance Fixed Horizon Fund Plan 'C' Series -II Retail Plan-Growth Option,11.6526,,,21-Jan-2009,11.6526,11.6526
4665,104716,Reliance Fixed Horizon Fund Plan 'C' Series -II-Institutional Plan -Growth Option,11.7664,,,21-Jan-2009,11.7664,11.7664
4666,104300,Reliance Fixed Horizon Fund Plan 'C' Series-III-Institutional Plan Growth Option,11.9231,,,21-Jan-2009,11.9231,11.9231
4667,104299,Reliance Fixed Horizon Fund Plan 'C' Series-III-Retail Plan Dividend Option,11.7422,,,21-Jan-2009,11.7422,11.7422
4668,104298,Reliance Fixed Horizon Fund Plan 'C' Series-III-Retail Plan Growth Option,11.8201,,,21-Jan-2009,11.8201,11.8201
4669,107685,Reliance Fixed Horizon Fund - VII - Series 3-Institutional Plan-Dividend Option,10.8245,,,21-Jan-2009,10.8245,10.8245
4670,107686,Reliance Fixed Horizon Fund - VII - Series 3-Institutional Plan-Growth Option,10.8245,,,21-Jan-2009,10.8245,10.8245
4671,107684,Reliance Fixed Horizon Fund - VII - Series 3-Retail Plan-Dividend Option,10.7759,,,21-Jan-2009,10.7759,10.7759
4672,107683,Reliance Fixed Horizon Fund - VII - Series 3-Retail Plan-Growth Option,10.7759,,,21-Jan-2009,10.7759,10.7759
4673,107902,Reliance Fixed Horizon Fund - VII - Series 4-Institutional Plan-Dividend Option,10.8092,,,21-Jan-2009,10.8092,10.8092
4674,107905,Reliance Fixed Horizon Fund - VII - Series 4-Institutional Plan-Growth Option,10.8092,,,21-Jan-2009,10.8092,10.8092
4675,107904,Reliance Fixed Horizon Fund - VII - Series 4-Retail Plan-Dividend Option,10.7542,,,21-Jan-2009,10.7542,10.7542
4676,107903,Reliance Fixed Horizon Fund - VII - Series 4-Retail Plan-Growth Option,10.7542,,,21-Jan-2009,10.7542,10.7542
4677,107934,Reliance Fixed Horizon Fund - VII - Series 5-Institutional Plan-Dividend Option,10.0779,,,21-Jan-2009,10.0779,10.0779
4678,107935,Reliance Fixed Horizon Fund - VII - Series 5-Institutional Plan-Growth Option,10.8018,,,21-Jan-2009,10.8018,10.8018
4679,107933,Reliance Fixed Horizon Fund - VII - Series 5-Retail Plan-Dividend Option,10.0736,,,21-Jan-2009,10.0736,10.0736
4680,107932,Reliance Fixed Horizon Fund - VII - Series 5-Retail Plan-Growth Option,10.7456,,,21-Jan-2009,10.7456,10.7456
4681,107072,Reliance Fixed Horizon Fund-IV-Series-VI-Institutional Plan-Dividend Option,10.0907,,,21-Jan-2009,10.0907,10.0907
4682,107075,Reliance Fixed Horizon Fund-IV-Series-VI-Institutional Plan-Growth Option,11.0181,,,21-Jan-2009,11.0181,11.0181
4683,107073,Reliance Fixed Horizon Fund-IV-Series-VI-Retail Plan Growth Option,10.9549,,,21-Jan-2009,10.9549,10.9549
4684,107074,Reliance Fixed Horizon Fund-IV-Series-VI-Retail Plan-Dividend Plan,10.0875,,,21-Jan-2009,10.0875,10.0875
4686,109926,AIG Fixed Maturity Plan-I-Series I Institutional Plan Growth,1038.2958,,,21-Jan-2009,1017.5299,1038.2958
4687,109929,AIG Fixed Maturity Plan-I-Series I Retail Plan Dividend,1034.8964,,,21-Jan-2009,1014.1985,1034.8964
4688,109928,AIG Fixed Maturity Plan-I-Series I Retail Plan Growth,1034.8964,,,21-Jan-2009,1014.1985,1034.8964
4689,109660,PineBridge Quarterly Interval Fund Series I- Standard Plan- Dividend Option,1015.763,INF178L01244,,21-Jan-2009,1008.1448,1015.763
4690,109661,PineBridge Quarterly Interval Fund Series I- Standard Plan- Growth Option,1042.8882,INF178L01251,,21-Jan-2009,1035.0665,1042.8882
4691,109817,PineBridge Quarterly Interval Fund II Institutional Plan-Dividend,1013.9128,INF178L01285,,21-Jan-2009,1006.3085,1013.9128
4692,109819,PineBridge Quarterly Interval Fund II Institutional Plan-Growth,1042.5576,INF178L01814,,21-Jan-2009,1034.7384,1042.5576
4693,109816,PineBridge Quarterly Interval Fund II- Standard Plan- Dividend Option,1013.6086,INF178L01269,,21-Jan-2009,1006.0065,1013.6086
4694,109818,PineBridge Quarterly Interval Fund II- Standard Plan- Growth,1041.6343,INF178L01277,,21-Jan-2009,1033.822,1041.6343
4696,104081,Principal Pnb Fixed Duration Fund 3 Year Plan- Series I-Dividend Payout,11.3231,,,21-Jan-2009,10.9834,11.3231
4697,104080,Principal Pnb Fixed Duration Fund 3 Year Plan- Series I-Growth Option,11.3231,,,21-Jan-2009,10.9834,11.3231
4698,109140,Principal Pnb Fixed Maturity Plan - 385 Days - Ser VII - Insti Plan - Dividend,10.5566,,,21-Jan-2009,10.3455,10.5566
4699,109142,Principal Pnb Fixed Maturity Plan - 385 Days - Ser VII - Insti Plan - Growth,10.5565,,,21-Jan-2009,10.3454,10.5565
4700,109139,Principal Pnb Fixed Maturity Plan - 385 Days - Ser VII - Regular Plan - Dividend,10.5304,,,21-Jan-2009,10.3198,10.5304
4701,109141,Principal Pnb Fixed Maturity Plan - 385 Days - Ser VII -Regular Plan - Growth,10.5304,,,21-Jan-2009,10.3198,10.5304
4702,107819,Principal Pnb Fixed Maturity Plan - 460 Days - Series IV - Insti Plan - Dividend Option,10.8581,,,21-Jan-2009,10.7495,10.8581
4703,107818,Principal Pnb Fixed Maturity Plan - 460 Days - Series IV - Insti Plan - Growth Option,10.8581,,,21-Jan-2009,10.7495,10.8581
4704,107817,Principal Pnb Fixed Maturity Plan - 460 Days - Series IV - Regular Plan - Growth Option,10.8169,,,21-Jan-2009,10.7087,10.8169
4705,107816,Principal Pnb Fixed Maturity Plan - 460 days - series IV - Regular Plan-Dividend Option,10.8169,,,21-Jan-2009,10.7087,10.8169
4706,108088,Principal Pnb Fixed Maturity Plan - 540 Days - Series II - Institutional Plan - Dividend Option,10.7854,,,21-Jan-2009,10.6128,10.7854
4707,108089,Principal Pnb Fixed Maturity Plan - 540 Days - Series II - Institutional Plan - Growth Option,10.7854,,,21-Jan-2009,10.6128,10.7854
4708,108087,Principal Pnb Fixed Maturity Plan - 540 Days - Series II - Regular Plan - Growth Option,10.746,,,21-Jan-2009,10.5741,10.746
4709,108086,Principal Pnb Fixed Maturity Plan - 540 Days -Series II-Regular Plan - Dividend Option,10.746,,,21-Jan-2009,10.5741,10.746
4710,109709,Principal Pnb Fixed Maturity Plan 385 Days - Series IX - Institutional Plan - Dividend,10.5491,,,21-Jan-2009,10.4436,10.5491
4711,109708,Principal Pnb Fixed Maturity Plan 385 Days - Series IX - Institutional Plan - Growth,10.5491,,,21-Jan-2009,10.4436,10.5491
4712,109707,Principal Pnb Fixed Maturity Plan 385 Days - Series IX - Regular Plan - Dividend,10.5345,,,21-Jan-2009,10.4292,10.5345
4713,109706,Principal Pnb Fixed Maturity Plan 385 Days - Series IX - Regular Plan - Growth,10.5345,,,21-Jan-2009,10.4292,10.5345
4714,109315,Principal Pnb Fixed Maturity Plan 385 Days - Series VIII - Institutional Plan - Dividend Option,10.5683,,,21-Jan-2009,10.3569,10.5683
4715,109314,Principal Pnb Fixed Maturity Plan 385 Days - Series VIII - Institutional Plan - Growth Option,10.5683,,,21-Jan-2009,10.3569,10.5683
4716,109313,Principal Pnb Fixed Maturity Plan 385 Days - Series VIII - Regular Plan - Dividend Option,10.5322,,,21-Jan-2009,10.3216,10.5322
4717,109312,Principal Pnb Fixed Maturity Plan 385 Days - Series VIII - Regular Plan - Growth Option,10.5322,,,21-Jan-2009,10.3216,10.5322
4718,111470,Principal Pnb Fixed Maturity Plan 91 Days - Series XIX Institutional Plan - Dividend,10.1293,,,21-Jan-2009,10.028,10.1293
4719,111472,Principal Pnb Fixed Maturity Plan 91 Days - Series XIX Institutional Plan - Growth,10.1292,,,21-Jan-2009,10.0279,10.1292
4720,111473,Principal Pnb Fixed Maturity Plan 91 Days - Series XIX Regular Plan - Dividend,10.1265,,,21-Jan-2009,10.0252,10.1265
4721,111471,Principal Pnb Fixed Maturity Plan 91 Days - Series XIX Regular Plan - Growth,10.1265,,,21-Jan-2009,10.0252,10.1265
4723,109070,Escorts Fixed Maturity Plan - Dividend Option,10.5167,,,21-Jan-2009,10.5167,10.5167
4724,109071,Escorts Fixed Maturity Plan - Growth Option,10.5166,,,21-Jan-2009,10.5166,10.5166
4725,109514,Escorts Fixed Maturity Plan - Institutional Dividend,10.5298,,,21-Jan-2009,10.5298,10.5298
4726,109515,Escorts Fixed Maturity Plan - Institutional Growth,10.5312,,,21-Jan-2009,10.5312,10.5312
4728,106864,SBI Capital Protection Oriented Fund - Series I Growth,9.6422,INF200K01II2,,21-Jan-2009,0.0,0.0
4729,110078,SBI DEBT FUND SERIES - 370 DAYS-1 (02/09/2008)-RETAIL DIVIDEND,10.2838,,,21-Jan-2009,10.0781,0.0
4730,110077,SBI DEBT FUND SERIES - 370 DAYS-1 (02/09/2008)-RETAIL GROWTH,10.4522,,,21-Jan-2009,10.2432,0.0
4731,110311,SBI DEBT FUND SERIES - 370 DAYS-2-(19/09/2008) - RETAIL GROWTH,10.3905,,,21-Jan-2009,10.1827,0.0
4732,110312,SBI DEBT FUND SERIES -370 DAYS-2-(19/09/2008) RETAIL DIVIDEND,10.2669,,,21-Jan-2009,10.0616,0.0
4733,110310,SBI DEBT FUND SERIES- 370 Days-2  (19/09/2008) - INSTITUTIONAL DIVIDEND,10.2868,,,21-Jan-2009,10.0811,0.0
4734,107899,SBI DEBT FUND SERIES-13M-7 (18/03/08) INSTITUTIONAL DIVIDEND,10.4878,,,21-Jan-2009,10.278,0.0
4735,107898,SBI DEBT FUND SERIES-13M-7 (18/03/08) INSTITUTIONAL GROWTH,10.9537,,,21-Jan-2009,10.7346,0.0
4736,107896,SBI DEBT FUND SERIES-13M-7 (18/03/08) RETAIL DIVIDEND,10.4834,,,21-Jan-2009,10.2737,0.0
4737,107897,SBI DEBT FUND SERIES-13M-7 (18/03/08) RETAIL GROWTH,10.9436,,,21-Jan-2009,10.7247,0.0
4738,108331,SBI Debt Fund Series-18 Months-3-Institutional Dividend (2/5/08),10.5952,,,21-Jan-2009,10.3833,0.0
4739,108330,SBI Debt Fund Series-18 Months-3-Institutional Growth (2/5/08),10.7683,,,21-Jan-2009,10.5529,0.0
4740,108329,SBI Debt Fund Series-18 Months-3-Retail Dividend (2/5/08),10.5951,,,21-Jan-2009,10.3832,0.0
4741,108328,SBI Debt Fund Series-18 Months-3-Retail Growth (2/5/08),10.7671,,,21-Jan-2009,10.5518,0.0
4742,111333,SBI Debt Fund Series-90-Days-31-(04/11/2008) Dividend,10.226,,,21-Jan-2009,10.1237,0.0
4743,111332,SBI Debt Fund Series-90-Days-31-(04/11/2008) Growth,10.226,,,21-Jan-2009,10.1237,0.0
4744,110698,SBI DEBT FUND SERIES-90D-30 (29/10/2008) DIVIDEND,10.2433,,,21-Jan-2009,10.1409,0.0
4745,110697,SBI DEBT FUND SERIES-90D-30 (29/10/2008) GROWTH,10.2434,,,21-Jan-2009,10.141,0.0
4746,111483,SBI DEBT FUND SERIES-90D-32(26/11/08) DIVIDEND,10.142,,,21-Jan-2009,10.0406,0.0
4747,111484,SBI DEBT FUND SERIES-90D-32(26/11/08) GROWTH,10.1419,,,21-Jan-2009,10.0405,0.0
4748,109839,REDEEMED-SBI DEBT FUND SERIES - 13 MONTHS - 8 - (21/08/2008) - INSTITUTIONAL DIVIDEND,10.3367,,,21-Jan-2009,10.13,0.0
4749,109838,REDEEMED-SBI DEBT FUND SERIES - 13 MONTHS - 8 - (21/08/2008) - INSTITUTIONAL GROWTH,10.4843,,,21-Jan-2009,10.2746,0.0
4750,109837,REDEEMED-SBI DEBT FUND SERIES - 13 MONTHS - 8 - (21/08/2008) - RETAIL DIVIDEND,10.3051,,,21-Jan-2009,10.099,0.0
4751,109836,REDEEMED-SBI DEBT FUND SERIES - 13 MONTHS - 8 - (21/08/2008) - RETAIL GROWTH,10.4523,,,21-Jan-2009,10.2433,0.0
4752,106879,REDEEMED-SBI DEBT FUND SERIES - 18 MONTHS - 2 INSTITUTIONAL DIVIDEND (30/10/07),10.657,,,21-Jan-2009,10.5504,0.0
4753,106878,REDEEMED-SBI DEBT FUND SERIES - 18 MONTHS - 2 INSTITUTIONAL GROWTH (30/10/07),11.0507,,,21-Jan-2009,10.9402,0.0
4754,106874,REDEEMED-SBI DEBT FUND SERIES - 18 MONTHS - 2 RETAIL DIVIDEND (30/10/07),10.6445,,,21-Jan-2009,10.5381,0.0
4755,106877,REDEEMED-SBI DEBT FUND SERIES - 18 MONTHS - 2 RETAIL GROWTH (30/10/07),11.0287,,,21-Jan-2009,10.9184,0.0
4756,105737,Z-REDEEMED-SBI Debt Fund Series - 24 Months -1- Dividend (10/05/07),10.4428,,,21-Jan-2009,10.2339,0.0
4757,105736,Z-REDEEMED-SBI Debt Fund Series - 24 Months -1-Growth (10/05/07),11.6257,,,21-Jan-2009,11.3932,0.0
4758,110309,Z-REDEEMED-SBI DEBT FUND SERIES - 370 DAYS -2 (19/09/2008) - INSTITUTIONAL GROWTH,10.4109,,,21-Jan-2009,10.2027,0.0
4759,110076,SBI DEBT FUND SERIES - 370 DAYS-1 (02/09/2008)-INSTITUTIONAL DIVIDEND,10.4694,,,21-Jan-2009,10.26,0.0
4760,110075,Z-REDEEMED-SBI DEBT FUND SERIES - 370 DAYS-1 (02/09/2008)-INSTITUTIONAL GROWTH,10.4692,,,21-Jan-2009,10.2598,0.0
4762,106461,SUNDARAM CAPITAL PROTECTION FUND  SERIES 1-5 YEARS,10.3664,,,21-Jan-2009,10.3664,0.0
4763,107002,SUNDARAM FIXED INCOME INTERVAL FUND QTRLY PLAN C INST  DIVIDEND,10.2104,INF903J01CD7,,21-Jan-2009,10.2104,0.0
4764,107000,SUNDARAM FIXED INCOME INTERVAL FUND QTRLY PLAN C REG DIVIDEND,10.2088,INF903J01CB1,,21-Jan-2009,10.2088,0.0
4765,106999,SUNDARAM FIXED INCOME INTERVAL FUND QTRLY PLAN C REG GROWTH,11.1874,INF903J01CA3,,21-Jan-2009,11.1874,0.0
4766,109962,SUNDARAM FIXED INCOME INTERVAL FUND QTRLY PLAN E INST   DIVIDEND,10.1505,INF903J01CH8,,21-Jan-2009,10.1505,10.1505
4767,109961,SUNDARAM FIXED INCOME INTERVAL FUND QTRLY PLAN E INST   GROWTH,0.0,INF903J01CG0,,21-Jan-2009,0.0,0.0
4768,109964,SUNDARAM FIXED INCOME INTERVAL FUND QTRLY PLAN E REG  GROWTH,10.429,INF903J01CE5,,21-Jan-2009,10.429,10.429
4769,109963,SUNDARAM FIXED INCOME INTERVAL FUND QTRLY PLAN E REG DIVIDEND,10.1511,INF903J01CF2,,21-Jan-2009,10.1511,10.1511
4770,109545,SUNDARAM INTERVAL FUND QUARTERLY SERIES PLAN  D INST  DIVIDEND,10.0306,INF903J01BP3,,21-Jan-2009,10.0306,10.0306
4771,109542,SUNDARAM INTERVAL FUND QUARTERLY SERIES PLAN  D INST  GROWTH,0.0,INF903J01BO6,,21-Jan-2009,0.0,0.0
4772,109543,SUNDARAM INTERVAL FUND QUARTERLY SERIES PLAN  D REG DIVIDEND,10.03,INF903J01BN8,,21-Jan-2009,10.03,10.03
4773,109544,SUNDARAM INTERVAL FUND QUARTERLY SERIES PLAN  D REG GROWTH,10.6142,INF903J01BM0,,21-Jan-2009,10.6142,10.6142
4775,107045,Tata Fixed Horizon Fund Series 13 Scheme E - Institutional Plan - Growth,11.0851,,,21-Jan-2009,10.9742,0.0
4776,107043,Tata Fixed Horizon Fund Series 13 Scheme E - Institutional Plan - Periodic Dividend,11.0848,,,21-Jan-2009,10.974,0.0
4777,107042,Tata Fixed Horizon Fund Series 13 Scheme E - Regular Plan - Growth,11.0861,,,21-Jan-2009,10.9752,0.0
4778,107040,Tata Fixed Horizon Fund Series 13 Scheme E - Regular Plan - Periodic Dividend,11.0848,,,21-Jan-2009,10.974,0.0
4779,109766,Tata Fixed Horizon Fund Series 18 Scheme B - Institutional Plan - Growth,10.432,,,21-Jan-2009,10.3277,0.0
4780,109767,Tata Fixed Horizon Fund Series 18 Scheme B - Institutional Plan - Periodic Dividend,10.4331,,,21-Jan-2009,10.3288,0.0
4781,109768,Tata Fixed Horizon Fund Series 18 Scheme B - Regular Plan - Growth,10.3952,,,21-Jan-2009,10.2912,0.0
4782,109769,Tata Fixed Horizon Fund Series 18 Scheme B - Regular Plan - Periodic Dividend,10.398,,,21-Jan-2009,10.294,0.0
4783,109567,Tata Fixed Horizon Fund Series 18 Scheme C - Institutional Plan - Growth,10.4746,,,21-Jan-2009,10.3699,0.0
4784,109566,Tata Fixed Horizon Fund Series 18 Scheme C - Institutional Plan - Periodic Dividend,10.4746,,,21-Jan-2009,10.3699,0.0
4785,109568,Tata Fixed Horizon Fund Series 18 Scheme C - Regular Plan - Growth,10.4328,,,21-Jan-2009,10.3285,0.0
4786,109569,Tata Fixed Horizon Fund Series 18 Scheme C - Regular Plan - Periodic Dividend,10.4299,,,21-Jan-2009,10.3256,0.0
4787,109983,Tata Fixed Horizon Fund Series 18 Scheme D - Institutional Plan - Growth,10.4724,,,21-Jan-2009,10.3677,0.0
4788,109984,Tata Fixed Horizon Fund Series 18 Scheme D - Institutional Plan - Periodic Dividend,10.4724,,,21-Jan-2009,10.3677,0.0
4789,109985,Tata Fixed Horizon Fund Series 18 Scheme D - Regular Plan - Growth,10.4731,,,21-Jan-2009,10.3684,0.0
4790,109986,Tata Fixed Horizon Fund Series 18 Scheme D - Regular Plan - Periodic Dividend,10.4729,,,21-Jan-2009,10.3682,0.0
