Date,Open,High,Low,Close,Adj Close,Volume
2010-04-26,870.000000,1040.000000,870.000000,1004.500000,1004.500000,216
2010-04-27,999.000000,999.000000,952.000000,952.000000,952.000000,140
2010-04-28,962.000000,990.000000,962.000000,989.950012,989.950012,70
2010-04-29,962.000000,990.000000,962.000000,989.950012,989.950012,70
2010-04-30,1160.000000,1169.949951,951.099976,971.500000,971.500000,54
2010-05-03,999.900024,1000.000000,963.500000,978.000000,978.000000,35
2010-05-04,999.900024,1000.000000,963.500000,978.000000,978.000000,35
2010-05-05,951.250000,951.250000,951.250000,951.250000,951.250000,25
2010-05-06,951.250000,951.250000,951.250000,951.250000,951.250000,25
2010-05-07,969.900024,969.900024,915.299988,915.299988,915.299988,13
2010-05-10,969.900024,969.900024,915.299988,915.299988,915.299988,13
2010-05-11,969.900024,969.900024,915.299988,915.299988,915.299988,13
2010-05-12,940.299988,940.299988,940.299988,940.299988,940.299988,30
2010-05-13,945.099976,945.950012,945.099976,945.950012,945.950012,7
2010-05-14,979.950012,979.950012,979.950012,979.950012,979.950012,10
2010-05-17,960.000000,960.000000,950.000000,950.000000,950.000000,8
2010-05-18,960.000000,960.000000,950.000000,950.000000,950.000000,8
2010-05-19,960.000000,960.000000,950.000000,950.000000,950.000000,8
2010-05-20,902.000000,939.000000,902.000000,939.000000,939.000000,10
2010-05-21,902.000000,939.000000,902.000000,939.000000,939.000000,10
2010-05-24,902.000000,939.000000,902.000000,939.000000,939.000000,10
2010-05-25,902.000000,939.000000,902.000000,939.000000,939.000000,10
2010-05-26,877.000000,913.000000,877.000000,913.000000,913.000000,20
2010-05-27,871.000000,929.000000,871.000000,929.000000,929.000000,20
2010-05-28,907.000000,907.000000,907.000000,907.000000,907.000000,10
2010-05-31,868.000000,986.000000,868.000000,986.000000,986.000000,15
2010-06-01,959.599976,959.599976,907.299988,907.299988,907.299988,21
2010-06-02,959.599976,959.599976,907.299988,907.299988,907.299988,21
2010-06-03,906.000000,949.799988,906.000000,949.799988,949.799988,15
2010-06-04,949.799988,949.799988,949.799988,949.799988,949.799988,10
2010-06-07,944.950012,944.950012,944.950012,944.950012,944.950012,5
2010-06-08,944.950012,944.950012,944.950012,944.950012,944.950012,5
2010-06-09,901.150024,901.150024,901.150024,901.150024,901.150024,5
2010-06-10,906.000000,948.000000,906.000000,948.000000,948.000000,10
2010-06-11,906.000000,948.000000,906.000000,948.000000,948.000000,10
2010-06-14,970.000000,970.000000,968.950012,968.950012,968.950012,2
2010-06-15,970.000000,970.000000,968.950012,968.950012,968.950012,2
2010-06-16,970.000000,970.000000,968.950012,968.950012,968.950012,2
2010-06-17,970.000000,970.000000,968.950012,968.950012,968.950012,2
2010-06-18,1079.000000,1079.000000,961.000000,1064.800049,1064.800049,18
2010-06-21,952.000000,984.000000,945.299988,962.000000,962.000000,18
2010-06-22,996.900024,996.900024,987.900024,987.900024,987.900024,7
2010-06-23,988.000000,988.000000,950.000000,950.000000,950.000000,12
2010-06-24,953.000000,953.000000,953.000000,953.000000,953.000000,12
2010-06-25,947.099976,947.099976,946.000000,946.000000,946.000000,20
2010-06-28,947.099976,947.099976,946.000000,946.000000,946.000000,20
2010-06-29,947.099976,947.099976,946.000000,946.000000,946.000000,20
2010-06-30,969.900024,975.000000,969.900024,975.000000,975.000000,16
2010-07-01,969.900024,975.000000,969.900024,975.000000,975.000000,16
2010-07-02,970.000000,970.000000,970.000000,970.000000,970.000000,10
2010-07-05,970.000000,970.000000,970.000000,970.000000,970.000000,10
2010-07-06,970.000000,970.000000,970.000000,970.000000,970.000000,10
2010-07-07,970.000000,970.000000,970.000000,970.000000,970.000000,10
2010-07-08,970.000000,970.000000,970.000000,970.000000,970.000000,10
2010-07-09,970.000000,970.000000,970.000000,970.000000,970.000000,10
2010-07-12,960.150024,969.950012,960.150024,969.950012,969.950012,10
2010-07-13,960.150024,969.950012,960.150024,969.950012,969.950012,10
2010-07-14,955.000000,997.900024,955.000000,980.000000,980.000000,135
2010-07-15,955.000000,997.900024,955.000000,980.000000,980.000000,135
2010-07-16,994.900024,994.900024,985.099976,985.099976,985.099976,6
2010-07-19,994.900024,994.900024,985.099976,985.099976,985.099976,6
2010-07-20,994.900024,994.900024,985.099976,985.099976,985.099976,6
2010-07-21,994.900024,994.900024,985.099976,985.099976,985.099976,6
2010-07-22,980.099976,999.000000,980.099976,989.349976,989.349976,21
2010-07-23,980.099976,999.000000,980.099976,989.349976,989.349976,21
2010-07-26,980.099976,999.000000,980.099976,989.349976,989.349976,21
2010-07-27,980.099976,999.000000,980.099976,989.349976,989.349976,21
2010-07-28,980.099976,999.000000,980.099976,989.349976,989.349976,21
2010-07-29,980.099976,999.000000,980.099976,989.349976,989.349976,21
2010-07-30,980.099976,999.000000,980.099976,989.349976,989.349976,21
2010-08-02,1003.099976,1003.099976,1002.099976,1002.099976,1002.099976,100
2010-08-03,1017.099976,1017.099976,1011.299988,1011.299988,1011.299988,110
2010-08-04,1064.000000,1064.000000,1064.000000,1064.000000,1064.000000,10
2010-08-05,1064.000000,1064.000000,1064.000000,1064.000000,1064.000000,10
2010-08-06,1050.000000,1059.900024,1050.000000,1059.900024,1059.900024,11
2010-08-09,1059.449951,1059.449951,1059.449951,1059.449951,1059.449951,5
2010-08-10,1059.449951,1059.449951,1059.449951,1059.449951,1059.449951,5
2010-08-11,1059.449951,1059.449951,1059.449951,1059.449951,1059.449951,5
2010-08-12,1059.449951,1059.449951,1059.449951,1059.449951,1059.449951,5
2010-08-13,1120.000000,1120.000000,1119.900024,1120.000000,1120.000000,26
2010-08-16,1023.099976,1119.800049,1023.099976,1119.800049,1119.800049,19
2010-08-17,null,null,null,null,null,null
2010-08-18,1050.099976,1052.000000,1050.099976,1052.000000,1052.000000,25
2010-08-19,1039.000000,1039.000000,1039.000000,1039.000000,1039.000000,19
2010-08-20,1120.000000,1169.849976,1120.000000,1144.800049,1144.800049,209
2010-08-23,null,null,null,null,null,null
2010-08-24,null,null,null,null,null,null
2010-08-25,null,null,null,null,null,null
2010-08-26,1199.000000,1199.000000,1074.199951,1113.449951,1113.449951,151
2010-08-27,null,null,null,null,null,null
2010-08-30,null,null,null,null,null,null
2010-08-31,1300.000000,1300.000000,1110.000000,1110.000000,1110.000000,4
2010-09-01,null,null,null,null,null,null
2010-09-02,1277.000000,1277.000000,1109.000000,1109.000000,1109.000000,3
2010-09-03,1108.949951,1108.949951,1108.949951,1108.949951,1108.949951,5
2010-09-06,1108.949951,1188.000000,1108.949951,1108.949951,1108.949951,8
2010-09-07,1279.000000,1280.000000,1110.099976,1149.199951,1149.199951,114
2010-09-08,1180.000000,1189.000000,1150.000000,1169.449951,1169.449951,402
2010-09-09,null,null,null,null,null,null
2010-09-13,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,2
2010-09-14,1188.000000,1400.000000,1188.000000,1220.000000,1220.000000,48
2010-09-15,1136.900024,1397.000000,1136.900024,1147.000000,1147.000000,42
2010-09-16,1365.000000,1365.000000,1177.000000,1182.000000,1182.000000,122
2010-09-17,1220.000000,1220.000000,1150.099976,1182.599976,1182.599976,81
2010-09-20,1207.000000,1225.000000,1207.000000,1224.449951,1224.449951,61
2010-09-21,1300.000000,1300.000000,1230.000000,1230.000000,1230.000000,7
2010-09-22,1225.000000,1225.000000,1215.000000,1215.000000,1215.000000,250
2010-09-23,1240.000000,1240.000000,1220.000000,1223.550049,1223.550049,8
2010-09-24,null,null,null,null,null,null
2010-09-27,1212.000000,1313.000000,1212.000000,1313.000000,1313.000000,4
2010-09-28,null,null,null,null,null,null
2010-09-29,null,null,null,null,null,null
2010-09-30,null,null,null,null,null,null
2010-10-01,1265.000000,1265.000000,1239.000000,1239.000000,1239.000000,215
2010-10-04,null,null,null,null,null,null
2010-10-05,1375.000000,1380.000000,1300.000000,1300.000000,1300.000000,15
2010-10-06,1300.000000,1300.000000,1237.000000,1296.000000,1296.000000,11
2010-10-07,1289.000000,1289.000000,1213.000000,1251.199951,1251.199951,150
2010-10-08,1388.000000,1388.000000,1167.099976,1238.000000,1238.000000,27
2010-10-11,1252.000000,1273.849976,1252.000000,1273.849976,1273.849976,16
2010-10-12,1269.099976,1269.099976,1234.000000,1234.000000,1234.000000,101
2010-10-13,null,null,null,null,null,null
2010-10-14,1240.000000,1279.900024,1240.000000,1279.900024,1279.900024,2
2010-10-15,null,null,null,null,null,null
2010-10-18,1441.000000,1441.000000,1145.000000,1240.000000,1240.000000,128
2010-10-19,1235.000000,1235.099976,1235.000000,1235.099976,1235.099976,590
2010-10-20,1235.000000,1239.949951,1210.000000,1239.949951,1239.949951,40
2010-10-21,1240.000000,1249.000000,1240.000000,1249.000000,1249.000000,2
2010-10-22,1236.000000,1327.000000,1236.000000,1281.500000,1281.500000,28
2010-10-25,null,null,null,null,null,null
2010-10-26,1233.000000,1397.000000,1233.000000,1315.000000,1315.000000,44
2010-10-27,1245.000000,1368.000000,1222.250000,1299.500000,1299.500000,47
2010-10-28,1230.000000,1240.000000,1180.000000,1221.699951,1221.699951,81
2010-10-29,1225.000000,1228.000000,1225.000000,1228.000000,1228.000000,3
2010-11-01,1276.000000,1276.000000,1267.000000,1267.000000,1267.000000,10
2010-11-02,1265.000000,1265.000000,1265.000000,1265.000000,1265.000000,1
2010-11-03,1282.000000,1298.000000,1282.000000,1298.000000,1298.000000,11
2010-11-04,1299.000000,1299.000000,1299.000000,1299.000000,1299.000000,10
2010-11-08,1350.000000,1350.000000,1340.000000,1340.000000,1340.000000,13
2010-11-09,null,null,null,null,null,null
2010-11-10,null,null,null,null,null,null
2010-11-11,1320.000000,1320.000000,1315.000000,1315.000000,1315.000000,3
2010-11-12,null,null,null,null,null,null
2010-11-15,1251.150024,1251.150024,1251.150024,1251.150024,1251.150024,10
2010-11-16,1285.000000,1290.000000,1280.000000,1280.000000,1280.000000,26
2010-11-18,1275.000000,1275.000000,1250.000000,1252.000000,1252.000000,16
2010-11-19,1245.000000,1245.000000,1215.000000,1220.000000,1220.000000,13
2010-11-22,1235.000000,1235.000000,1235.000000,1235.000000,1235.000000,4
2010-11-23,1430.000000,1430.000000,1275.000000,1275.000000,1275.000000,4
2010-11-24,1245.000000,1245.000000,1240.000000,1243.000000,1243.000000,11
2010-11-25,1200.000000,1207.000000,1175.000000,1184.099976,1184.099976,18
2010-11-26,1175.000000,1190.000000,1165.000000,1190.000000,1190.000000,35
2010-11-29,null,null,null,null,null,null
2010-11-30,1198.000000,1198.000000,1190.000000,1190.000000,1190.000000,4
2010-12-01,null,null,null,null,null,null
2010-12-02,null,null,null,null,null,null
2010-12-03,null,null,null,null,null,null
2010-12-06,1198.099976,1198.099976,1198.099976,1198.099976,1198.099976,3
2010-12-07,1175.000000,1175.000000,1175.000000,1175.000000,1175.000000,5
2010-12-08,1225.000000,1225.000000,1168.750000,1190.000000,1190.000000,6
2010-12-09,1000.099976,1428.000000,1000.099976,1145.000000,1145.000000,55
2010-12-10,1140.000000,1158.000000,1045.000000,1157.000000,1157.000000,15
2010-12-13,1135.000000,1152.000000,1135.000000,1152.000000,1152.000000,6
2010-12-14,1160.000000,1160.000000,1160.000000,1160.000000,1160.000000,5
2010-12-15,1150.099976,1150.099976,1130.000000,1134.000000,1134.000000,54
2010-12-16,1131.000000,1146.000000,1131.000000,1146.000000,1146.000000,64
2010-12-20,1142.000000,1154.000000,1142.000000,1153.750000,1153.750000,205
2010-12-21,1140.000000,1140.000000,1140.000000,1140.000000,1140.000000,10
2010-12-22,1360.000000,1360.000000,1158.000000,1160.000000,1160.000000,81
2010-12-23,null,null,null,null,null,null
2010-12-24,1155.000000,1155.000000,1155.000000,1155.000000,1155.000000,15
2010-12-27,1147.500000,1147.500000,1147.000000,1147.000000,1147.000000,11
2010-12-28,1150.000000,1150.000000,1150.000000,1150.000000,1150.000000,5
2010-12-29,null,null,null,null,null,null
2010-12-30,null,null,null,null,null,null
2010-12-31,null,null,null,null,null,null
2011-01-03,1204.000000,1204.000000,1204.000000,1204.000000,1204.000000,535
2011-01-04,1182.000000,1182.000000,1182.000000,1182.000000,1182.000000,2
2011-01-05,1151.000000,1151.000000,1140.000000,1140.000000,1140.000000,15
2011-01-06,1135.000000,1140.000000,1135.000000,1140.000000,1140.000000,12
2011-01-07,1125.000000,1129.000000,1115.000000,1120.000000,1120.000000,53
2011-01-10,1150.500000,1150.500000,1100.000000,1103.500000,1103.500000,70
2011-01-11,1086.000000,1239.000000,1086.000000,1239.000000,1239.000000,11
2011-01-12,1190.000000,1190.000000,1080.000000,1123.800049,1123.800049,312
2011-01-13,1113.900024,1113.900024,1070.000000,1079.000000,1079.000000,259
2011-01-14,1080.000000,1080.000000,1063.000000,1063.000000,1063.000000,73
2011-01-17,null,null,null,null,null,null
2011-01-18,1078.000000,1078.000000,1060.000000,1077.500000,1077.500000,111
2011-01-19,1082.000000,1082.000000,1082.000000,1082.000000,1082.000000,25
2011-01-20,1051.000000,1094.000000,1050.000000,1094.000000,1094.000000,176
2011-01-21,null,null,null,null,null,null
2011-01-24,1176.000000,1178.750000,1105.050049,1105.050049,1105.050049,25
2011-01-25,1104.050049,1105.000000,1090.000000,1090.099976,1090.099976,182
2011-01-27,1090.000000,1090.000000,1075.099976,1075.099976,1075.099976,205
2011-01-28,null,null,null,null,null,null
2011-01-31,1080.000000,1080.000000,1080.000000,1255.000000,1255.000000,30
2011-02-01,1065.550049,1074.000000,1061.000000,1061.699951,1061.699951,435
2011-02-02,1062.000000,1069.949951,1053.199951,1068.199951,1068.199951,49
2011-02-03,1057.000000,1074.599976,1057.000000,1074.599976,1074.599976,18
2011-02-04,1081.000000,1081.000000,1055.000000,1056.250000,1056.250000,39
2011-02-07,1059.000000,1060.000000,1050.000000,1050.150024,1050.150024,165
2011-02-08,1045.000000,1045.000000,1030.000000,1030.000000,1030.000000,9
2011-02-09,1022.000000,1035.000000,1011.049988,1011.049988,1011.049988,43
2011-02-10,1017.000000,1029.750000,1017.000000,1021.500000,1021.500000,220
2011-02-11,1040.000000,1120.000000,1040.000000,1100.000000,1100.000000,3
2011-02-14,1072.000000,1100.000000,1072.000000,1098.900024,1098.900024,77
2011-02-15,1080.000000,1112.500000,1080.000000,1102.300049,1102.300049,292
2011-02-16,1105.000000,1110.000000,1100.000000,1101.400024,1101.400024,20
2011-02-17,1095.000000,1110.000000,1095.000000,1110.000000,1110.000000,8
2011-02-18,1120.000000,1120.000000,1120.000000,1120.000000,1120.000000,2
2011-02-21,1110.000000,1110.000000,1100.000000,1105.000000,1105.000000,86
2011-02-22,1104.000000,1104.000000,1095.000000,1095.000000,1095.000000,3
2011-02-23,1091.000000,1093.949951,1075.000000,1078.000000,1078.000000,224
2011-02-24,1070.000000,1070.000000,1020.000000,1035.000000,1035.000000,98
2011-02-25,1044.000000,1050.000000,1044.000000,1050.000000,1050.000000,43
2011-02-28,1061.000000,1084.000000,1042.000000,1042.349976,1042.349976,220
2011-03-01,1248.000000,1250.000000,1025.599976,1095.400024,1095.400024,85
2011-03-03,1095.500000,1140.000000,1078.000000,1140.000000,1140.000000,12
2011-03-04,1105.000000,1105.000000,1105.000000,1105.000000,1105.000000,5
2011-03-07,1110.000000,1110.000000,1064.000000,1075.000000,1075.000000,72
2011-03-08,1083.000000,1083.000000,1083.000000,1083.000000,1083.000000,1
2011-03-09,null,null,null,null,null,null
2011-03-10,1170.000000,1170.000000,1085.050049,1092.000000,1092.000000,36
2011-03-11,1092.000000,1092.000000,1080.650024,1080.650024,1080.650024,10
2011-03-14,1080.000000,1080.000000,1075.000000,1075.000000,1075.000000,13
2011-03-15,1075.000000,1086.000000,1075.000000,1086.000000,1086.000000,61
2011-03-16,1079.000000,1079.000000,1079.000000,1079.000000,1079.000000,5
2011-03-17,1091.050049,1099.699951,1091.000000,1099.699951,1099.699951,63
2011-03-18,null,null,null,null,null,null
2011-03-21,1075.000000,1088.000000,1075.000000,1088.000000,1088.000000,28
2011-03-22,null,null,null,null,null,null
2011-03-23,1098.000000,1098.000000,1098.000000,1098.000000,1098.000000,2
2011-03-24,null,null,null,null,null,null
2011-03-25,1128.000000,1128.000000,1027.800049,1115.000000,1115.000000,232
2011-03-28,1154.000000,1154.000000,1150.000000,1150.000000,1150.000000,12
2011-03-29,1168.949951,1168.949951,1168.949951,1168.949951,1168.949951,1
2011-03-30,1145.000000,1198.000000,1125.000000,1184.449951,1184.449951,42
2011-03-31,1125.050049,1182.000000,1100.000000,1182.000000,1182.000000,281
2011-04-01,1154.000000,1173.000000,1154.000000,1173.000000,1173.000000,10
2011-04-04,1180.000000,1194.949951,1170.000000,1194.949951,1194.949951,50
2011-04-05,1185.000000,1185.000000,1185.000000,1185.000000,1185.000000,5
2011-04-06,1150.099976,1187.449951,1150.099976,1171.000000,1171.000000,5
2011-04-07,1179.949951,1180.000000,1179.949951,1180.000000,1180.000000,50
2011-04-08,1174.000000,1175.000000,1161.000000,1175.000000,1175.000000,263
2011-04-11,1167.000000,1167.000000,1167.000000,1167.000000,1167.000000,5
2011-04-13,1170.000000,1170.000000,1170.000000,1170.000000,1170.000000,6
2011-04-15,1192.800049,1203.000000,1165.000000,1165.000000,1165.000000,44
2011-04-18,1175.050049,1175.050049,1175.050049,1175.050049,1175.050049,200
2011-04-19,null,null,null,null,null,null
2011-04-20,1185.449951,1185.500000,1179.000000,1179.000000,1179.000000,17
2011-04-21,1178.000000,1178.000000,1178.000000,1178.000000,1178.000000,5
2011-04-25,1200.000000,1209.000000,1185.000000,1207.800049,1207.800049,142
2011-04-26,null,null,null,null,null,null
2011-04-27,null,null,null,null,null,null
2011-04-28,1449.000000,1449.000000,1031.199951,1163.050049,1163.050049,108
2011-04-29,1182.000000,1182.000000,1160.000000,1179.000000,1179.000000,56
2011-05-02,1143.000000,1143.000000,1143.000000,1143.000000,1143.000000,6
2011-05-03,1139.000000,1139.000000,1098.000000,1101.000000,1101.000000,76
2011-05-04,1102.000000,1144.000000,1100.000000,1110.250000,1110.250000,111
2011-05-05,1088.000000,1101.000000,1085.500000,1086.000000,1086.000000,97
2011-05-06,1104.000000,1122.500000,1086.000000,1122.500000,1122.500000,63
2011-05-09,1120.000000,1120.000000,1090.050049,1090.050049,1090.050049,12
2011-05-10,1115.449951,1115.449951,1114.949951,1115.000000,1115.000000,204
2011-05-11,1109.449951,1109.449951,1109.449951,1109.449951,1109.449951,5
2011-05-12,null,null,null,null,null,null
2011-05-13,1105.000000,1115.449951,1098.000000,1115.449951,1115.449951,67
2011-05-16,1087.000000,1087.000000,1087.000000,1087.000000,1087.000000,10
2011-05-17,1075.000000,1086.000000,1075.000000,1080.000000,1080.000000,12
2011-05-18,1072.000000,1075.000000,1065.000000,1075.000000,1075.000000,13
2011-05-19,1075.000000,1075.000000,1070.000000,1070.000000,1070.000000,16
2011-05-20,1085.000000,1085.000000,1085.000000,1085.000000,1085.000000,1
2011-05-23,null,null,null,null,null,null
2011-05-24,1054.000000,1054.000000,1037.550049,1037.550049,1037.550049,10
2011-05-25,1053.000000,1053.000000,1037.500000,1037.900024,1037.900024,16
2011-05-26,null,null,null,null,null,null
2011-05-27,1053.000000,1110.000000,1053.000000,1110.000000,1110.000000,38
2011-05-30,1070.000000,1070.000000,1070.000000,1070.000000,1070.000000,8
2011-05-31,1101.000000,1101.000000,1101.000000,1101.000000,1101.000000,30
2011-06-01,null,null,null,null,null,null
2011-06-02,1085.500000,1105.000000,1085.500000,1104.949951,1104.949951,24
2011-06-03,1107.000000,1107.000000,1107.000000,1107.000000,1107.000000,5
2011-06-06,1104.949951,1104.949951,1104.949951,1104.949951,1104.949951,20
2011-06-07,null,null,null,null,null,null
2011-06-08,1100.000000,1100.000000,1086.000000,1086.000000,1086.000000,9
2011-06-09,1086.000000,1086.000000,1078.000000,1080.000000,1080.000000,396
2011-06-10,null,null,null,null,null,null
2011-06-13,1084.000000,1084.000000,1084.000000,1084.000000,1084.000000,4
2011-06-14,1080.000000,1080.000000,1080.000000,1080.000000,1080.000000,100
2011-06-15,1077.050049,1092.000000,1077.050049,1092.000000,1092.000000,14
2011-06-16,1070.000000,1076.250000,1070.000000,1075.000000,1075.000000,16
2011-06-17,null,null,null,null,null,null
2011-06-20,1075.000000,1075.000000,1065.000000,1065.000000,1065.000000,57
2011-06-21,null,null,null,null,null,null
2011-06-22,1069.000000,1073.500000,1052.000000,1073.500000,1073.500000,32
2011-06-23,1049.099976,1059.000000,1049.099976,1056.000000,1056.000000,505
2011-06-24,1065.000000,1090.000000,1065.000000,1090.000000,1090.000000,57
2011-06-27,1092.500000,1110.000000,1092.500000,1110.000000,1110.000000,52
2011-06-28,1111.000000,1115.000000,1104.000000,1104.000000,1104.000000,24
2011-06-29,1117.000000,1120.000000,1117.000000,1120.000000,1120.000000,56
2011-06-30,1122.500000,1129.900024,1122.500000,1129.900024,1129.900024,39
2011-07-01,1132.500000,1135.000000,1126.000000,1126.000000,1126.000000,44
2011-07-04,1139.000000,1143.000000,1137.000000,1143.000000,1143.000000,1024
2011-07-05,1143.000000,1147.500000,1143.000000,1147.500000,1147.500000,30
2011-07-06,1150.000000,1150.000000,1148.750000,1150.000000,1150.000000,11
2011-07-07,1132.000000,1170.000000,1132.000000,1156.000000,1156.000000,69
2011-07-08,1157.000000,1157.000000,1150.000000,1150.000000,1150.000000,10
2011-07-11,1146.000000,1146.000000,1116.500000,1134.099976,1134.099976,75
2011-07-12,1124.000000,1128.000000,1115.000000,1121.000000,1121.000000,29
2011-07-13,null,null,null,null,null,null
2011-07-14,1139.000000,1142.500000,1118.000000,1142.500000,1142.500000,23
2011-07-15,null,null,null,null,null,null
2011-07-18,1148.000000,1148.000000,1148.000000,1148.000000,1148.000000,25
2011-07-19,null,null,null,null,null,null
2011-07-20,null,null,null,null,null,null
2011-07-21,1115.000000,1115.000000,1115.000000,1115.000000,1115.000000,5
2011-07-22,null,null,null,null,null,null
2011-07-25,1134.000000,1148.000000,1130.500000,1146.000000,1146.000000,84
2011-07-26,1130.000000,1150.000000,1125.000000,1137.000000,1137.000000,18
2011-07-27,null,null,null,null,null,null
2011-07-28,1110.000000,1113.000000,1110.000000,1113.000000,1113.000000,15
2011-07-29,null,null,null,null,null,null
2011-08-01,1105.000000,1123.500000,1094.000000,1117.500000,1117.500000,52
2011-08-02,null,null,null,null,null,null
2011-08-03,1081.000000,1083.500000,1070.000000,1070.000000,1070.000000,24
2011-08-04,null,null,null,null,null,null
2011-08-05,1100.000000,1100.000000,1038.500000,1055.000000,1055.000000,172
2011-08-08,1030.000000,1046.000000,1030.000000,1043.000000,1043.000000,76
2011-08-09,1250.000000,1250.000000,1021.000000,1050.000000,1050.000000,112
2011-08-10,1066.000000,1066.000000,1058.000000,1060.000000,1060.000000,101
2011-08-11,null,null,null,null,null,null
2011-08-12,1050.099976,1050.099976,1022.500000,1050.000000,1050.000000,117
2011-08-16,1081.000000,1081.000000,1030.000000,1030.000000,1030.000000,18
2011-08-17,1022.000000,1025.000000,1007.000000,1019.000000,1019.000000,53
2011-08-18,1010.000000,1010.000000,977.500000,982.849976,982.849976,267
2011-08-19,962.500000,978.000000,950.000000,955.000000,955.000000,260
2011-08-22,955.000000,957.500000,945.000000,957.500000,957.500000,172
2011-08-23,957.000000,972.000000,957.000000,972.000000,972.000000,63
2011-08-24,975.000000,975.000000,940.000000,947.849976,947.849976,920
2011-08-25,1000.000000,1000.000000,935.000000,942.500000,942.500000,82
2011-08-26,932.500000,956.900024,914.000000,920.099976,920.099976,76
2011-08-29,938.000000,953.000000,923.049988,943.049988,943.049988,119
2011-08-30,960.000000,968.000000,955.000000,955.000000,955.000000,35
2011-09-02,965.000000,975.000000,955.000000,974.950012,974.950012,75
2011-09-05,953.000000,973.000000,953.000000,972.000000,972.000000,32
2011-09-06,952.150024,975.000000,951.099976,974.799988,974.799988,23
2011-09-07,975.000000,1000.000000,975.000000,999.000000,999.000000,64
2011-09-08,990.000000,1010.000000,987.000000,997.000000,997.000000,20
2011-09-09,993.049988,1013.000000,993.000000,993.000000,993.000000,161
2011-09-12,970.000000,970.000000,950.099976,956.000000,956.000000,60
2011-09-13,970.000000,972.000000,941.250000,947.549988,947.549988,60
2011-09-14,950.000000,959.900024,942.000000,952.900024,952.900024,21
